No -class -x_min -x_max -y_min -y_max -x_moy -y_moy -x_ecart -y_ecart -red -blue -green
724 Raphia 3680 3866 1788 1968 3773 1883 87.0 45.9 148 041 176 
725 Raphia 873 1075 984 1168 983 1079 47.9 56.6 089 088 176 
726 Raphia 1088 1282 989 1173 1180 1077 41.0 58.3 030 135 176 
727 Coco 0 219 2556 2808 71 2677 48.9 83.6 001 147 176 
728 Coco 2544 2784 2494 2741 2663 2622 67.7 80.1 198 193 176 
729 Raphia 0 75 796 975 23 870 17.0 41.0 168 228 176 
730 Raphia 2071 2276 581 778 2177 680 60.4 41.3 109 019 177 
731 Coco 1286 1535 2428 2674 1405 2557 68.2 82.1 080 031 177 
732 Raphia 5665 5759 396 581 5729 488 82.0 44.8 050 066 177 
733 Raphia 470 682 175 384 576 281 44.5 41.0 247 112 177 
734 Coco 3428 3670 1847 2103 3554 1972 68.4 79.4 218 124 177 
735 Coco 5338 5613 1716 1958 5484 1842 63.3 54.5 159 171 177 
736 Coco 1100 1350 1484 1723 1222 1602 54.2 60.5 179 102 178 
737 Coco 328 611 865 1120 460 1002 65.3 65.5 120 149 178 
738 Raphia 5067 5283 5963 6175 5172 6078 99.3 79.7 190 095 182 
739 Raphia 2681 2875 5767 5966 2781 5869 70.8 108.2 131 142 182 
740 Raphia 5664 5759 5755 5970 5728 5868 28.9 79.6 072 189 182 
741 Raphia 1085 1282 5168 5362 1188 5270 59.8 75.4 151 073 183 
742 Coco 4170 4437 5153 5420 4310 5287 80.0 94.6 063 132 183 
743 Coco 0 23 4451 4476 12 4465 7.7 89.1 201 225 183 
744 Raphia 4275 4468 4583 4778 4376 4678 87.0 55.5 171 004 184 
745 Coco 585 817 4443 4673 708 4560 51.4 84.5 142 016 184 
746 Coco 2605 2854 4452 4728 2743 4593 73.2 66.8 083 063 184 
747 Raphia 1277 1491 3987 4191 1382 4079 51.4 50.2 053 098 184 
748 Coco 3944 4176 3503 3735 4065 3622 90.4 91.3 221 156 184 
749 Raphia 3889 4073 3781 3973 3980 3884 45.4 69.8 191 191 184 
750 Coco 5531 5759 3456 3715 5647 3577 69.1 96.7 162 203 184 
751 Coco 1396 1638 3081 3324 1529 3201 56.0 83.6 044 041 185 
752 Coco 5660 5759 3264 3496 5729 3368 67.3 50.5 241 087 185 
753 Raphia 4280 4493 2779 2985 4376 2882 92.6 57.9 152 169 185 
754 Coco 3659 3908 2853 3091 3781 2979 92.3 54.8 123 181 185 
755 Coco 5732 5759 2477 2529 5748 2494 40.7 66.8 005 019 186 
756 Raphia 4669 4873 2382 2594 4770 2486 67.8 79.2 231 053 186 
757 Raphia 1065 1280 2173 2379 1174 2276 62.0 71.1 172 100 186 
758 Raphia 1477 1677 1172 1383 1578 1278 48.2 60.8 133 078 187 
759 Coco 4617 4853 1593 1825 4725 1707 107.3 55.6 104 090 187 
760 Raphia 3471 3677 1168 1390 3582 1280 94.6 61.1 074 125 187 
761 Raphia 0 85 593 787 23 678 20.2 42.6 212 218 187 
762 Raphia 1481 1675 574 791 1574 689 59.6 52.1 153 009 188 
763 Coco 3946 4196 649 917 4070 784 61.3 65.9 124 021 188 
764 Raphia 3683 3881 369 567 3785 470 62.3 48.3 094 056 188 
765 Raphia 686 884 0 178 781 80 45.3 39.5 035 103 188 
766 Coco 1516 1786 347 607 1649 468 58.6 55.3 006 115 188 
767 Coco 2717 2951 254 517 2822 378 85.4 62.2 203 161 188 
768 Raphia 1220 1529 6145 6359 1373 6282 80.1 104.4 076 061 192 
769 Raphia 4441 4734 5542 5853 4591 5698 111.6 123.6 037 039 193 
770 Raphia 4038 4333 5133 5443 4171 5284 63.3 97.5 175 132 193 
771 Coco 4721 4883 6231 6359 4788 6320 100.9 72.4 166 075 194 
772 Raphia 401 735 3724 4034 570 3898 76.7 57.6 136 110 194 
773 Coco 1648 1903 6033 6350 1780 6208 62.9 114.1 107 122 194 
774 Raphia 5028 5355 3731 4032 5187 3883 103.4 97.2 077 157 194 
775 Coco 2497 2728 5895 6159 2611 6026 57.5 78.3 048 169 194 
776 Raphia 4426 4750 3529 3827 4580 3680 71.1 92.5 018 204 194 
777 Raphia 0 126 2924 3216 38 3083 30.4 79.2 215 250 194 
778 Coco 0 223 5542 5788 84 5666 49.2 115.9 186 006 195 
779 Raphia 1028 1317 2522 2829 1166 2678 72.9 72.6 156 041 195 
780 Coco 735 1013 5588 5824 866 5712 67.4 104.2 127 053 195 
781 Raphia 3230 3532 2109 2444 3388 2281 66.0 66.9 097 088 195 
782 Coco 0 103 5442 5719 22 5564 18.4 97.7 068 100 195 
783 Raphia 4835 5165 2119 2440 4996 2282 108.4 80.3 038 135 195 
784 Coco 600 847 5292 5532 729 5418 56.2 72.7 009 147 195 
785 Raphia 1617 1915 1526 1817 1768 1669 66.6 77.4 235 181 195 
786 Coco 3955 4202 5343 5589 4084 5464 85.8 94.0 206 193 195 
787 Raphia 2034 2310 1319 1627 2168 1475 77.9 77.8 117 019 196 
788 Coco 3167 3411 4811 5062 3293 4932 66.5 90.0 088 031 196 
789 Raphia 199 519 1123 1411 367 1272 68.7 66.0 058 066 196 
790 Coco 0 224 4247 4508 89 4370 53.7 77.8 029 078 196 
791 Coco 594 819 3434 3679 694 3553 61.5 64.0 167 171 196 
792 Raphia 801 1128 708 1020 966 859 74.2 69.3 137 206 196 
793 Coco 1121 1370 3407 3620 1245 3506 69.5 83.8 108 218 196 
794 Raphia 5222 5542 519 825 5389 673 114.2 69.6 019 044 197 
795 Coco 3156 3404 1985 2224 3279 2101 78.1 48.8 069 196 197 
796 Coco 5733 5759 2000 2105 5747 2089 40.4 61.4 010 243 197 
797 Coco 1503 1745 1818 2062 1612 1945 59.7 56.2 207 033 198 
798 Coco 2988 3224 1066 1311 3113 1182 76.0 63.6 030 174 198 
799 Coco 4333 4560 642 917 4453 778 103.2 66.8 227 220 198 
800 Coco 3551 3790 184 422 3656 306 97.6 52.8 109 058 199 
801 Coco 5339 5620 188 422 5487 307 92.2 48.7 050 105 199 
802 Raphia 2497 2640 6329 6359 2613 6349 62.1 64.1 100 120 202 
803 Raphia 2918 3025 6340 6359 2964 6353 70.9 7.7 041 167 202 
804 Raphia 0 128 5743 6039 37 5880 30.0 98.5 179 004 203 
805 Raphia 4 326 5342 5655 161 5494 66.4 61.4 061 098 203 
806 Raphia 4645 4941 4739 5035 4793 4887 92.8 99.5 199 191 203 
807 Raphia 413 725 4533 4843 566 4691 65.6 97.2 140 238 203 
808 Raphia 3053 3330 4139 4424 3189 4286 86.7 77.2 219 122 204 
809 Raphia 2 311 3932 4243 159 4081 62.6 113.1 101 216 204 
810 Raphia 216 520 3930 4252 368 4082 64.0 79.0 042 007 205 
811 Raphia 4628 4940 3325 3636 4782 3468 82.9 84.7 239 053 205 
812 Coco 306 550 6133 6359 428 6255 53.5 111.0 210 065 205 
813 Coco 5630 5759 6112 6355 5718 6228 87.8 110.9 151 112 205 
814 Coco 4016 4273 5765 6025 4139 5900 53.0 84.3 033 206 205 
815 Coco 5065 5312 5783 6038 5190 5906 52.5 81.1 230 252 205 
816 Raphia 3427 3737 2121 2438 3589 2277 90.9 68.7 200 031 206 
817 Raphia 0 100 1739 1996 28 1871 21.9 76.1 220 218 206 
818 Coco 5432 5660 4733 4965 5556 4852 85.2 79.4 191 230 206 
819 Raphia 1016 1318 701 1018 1166 865 62.4 70.0 161 009 207 
820 Raphia 4031 4347 486 819 4195 647 75.0 65.0 102 056 207 
821 Coco 4902 5132 4571 4798 4998 4674 83.6 57.0 073 068 207 
822 Raphia 2764 2769 0 3 2766 1 63.4 1.3 122 243 207 
823 Coco 4681 4930 4175 4419 4808 4295 101.1 93.3 093 255 207 
824 Coco 299 543 3780 4010 412 3887 51.7 67.2 231 092 208 
825 Coco 3831 4083 3393 3641 3957 3517 61.5 93.0 054 233 208 
826 Coco 3868 4089 3121 3340 3973 3232 93.6 85.1 251 023 209 
827 Coco 2445 2679 2799 3029 2561 2910 54.8 62.0 192 070 209 
828 Coco 5068 5297 1726 1953 5169 1849 109.5 50.3 212 001 210 
829 Coco 821 1055 1582 1806 938 1691 55.3 59.2 153 048 210 
830 Coco 1203 1458 1373 1616 1337 1487 61.9 50.7 035 142 210 
831 Coco 1682 1917 922 1163 1793 1047 56.1 56.6 232 188 210 
832 Coco 2831 3060 742 983 2947 868 65.5 53.6 055 073 211 
833 Raphia 1886 2071 5964 6172 1981 6070 63.8 83.1 025 108 211 
834 Coco 1299 1550 536 776 1419 660 68.8 58.5 252 119 211 
835 Raphia 3078 3276 5976 6181 3175 6076 67.3 94.7 222 154 211 
836 Coco 1483 1717 124 373 1596 244 56.2 53.9 134 213 211 
837 Coco 4670 4926 118 384 4801 254 98.7 55.0 075 004 212 
838 Raphia 2679 2886 4974 5169 2776 5073 72.0 94.7 045 039 212 
839 Coco 3833 4060 0 180 3934 74 85.8 40.4 016 051 212 
840 Raphia 1884 2075 4786 4972 1979 4877 73.5 104.7 242 085 212 
841 Raphia 284 490 4584 4783 381 4678 44.8 71.5 183 132 212 
842 Raphia 3477 3672 4581 4768 3566 4668 43.1 82.9 124 179 212 
843 Raphia 3867 4085 4376 4577 3974 4477 84.5 93.8 065 226 212 
844 Raphia 1083 1281 3970 4180 1181 4078 62.4 80.8 026 204 213 
845 Raphia 1492 1688 3982 4180 1583 4081 69.7 64.1 223 250 213 
846 Raphia 2686 2873 3975 4180 2780 4077 81.3 93.1 164 041 214 
847 Raphia 3278 3470 3977 4169 3377 4078 65.9 40.0 105 088 214 
848 Raphia 1283 1487 3582 3769 1386 3672 51.4 93.1 243 181 214 
849 Raphia 3277 3481 3382 3588 3382 3479 82.8 62.4 184 228 214 
850 Raphia 5285 5475 3391 3579 5374 3479 76.5 76.0 125 019 215 
851 Raphia 4876 5070 2584 2781 4975 2679 74.6 81.7 007 113 215 
852 Coco 4099 4334 6026 6272 4218 6148 101.1 79.4 175 171 215 
853 Coco 320 564 5779 6027 419 5900 54.5 114.6 116 218 215 
854 Coco 3793 4029 5768 6008 3916 5880 89.0 111.0 057 009 216 
855 Raphia 2280 2476 1984 2187 2376 2081 63.0 52.6 027 044 216 
856 Raphia 2887 3078 1980 2171 2978 2080 60.5 71.2 224 090 216 
857 Coco 0 59 5237 5406 18 5333 14.4 72.4 077 196 216 
858 Raphia 4474 4666 1585 1782 4571 1678 84.1 62.0 047 231 216 
859 Coco 4723 4961 4525 4766 4841 4647 53.3 98.5 097 127 217 
860 Raphia 4875 5068 593 785 4972 684 40.9 46.2 067 162 217 
861 Raphia 78 285 379 567 178 469 43.8 45.6 008 209 217 
862 Coco 2924 3157 3933 4158 3032 4051 89.9 78.9 117 058 218 
863 Coco 1123 1375 3755 4012 1241 3891 62.0 77.3 058 105 218 
864 Coco 205 429 3320 3558 319 3450 58.0 75.1 196 198 218 
865 Coco 1791 2029 3315 3566 1925 3455 62.0 85.8 137 245 218 
866 Coco 879 1108 3225 3455 987 3340 53.8 94.2 078 036 219 
867 Coco 1896 2145 2710 2946 2016 2827 71.7 76.9 019 083 219 
868 Coco 2190 2430 2356 2589 2313 2466 72.8 66.5 216 129 219 
869 Coco 4119 4353 1925 2145 4231 2032 57.5 66.8 157 176 219 
870 Coco 1199 1445 1187 1451 1328 1318 60.0 73.2 039 014 220 
871 Coco 1172 1421 0 195 1299 79 56.8 43.8 197 038 221 
872 Coco 877 967 0 48 934 15 48.4 13.1 138 085 221 
873 Coco 1245 1402 0 53 1371 19 42.1 14.0 079 132 221 
874 Raphia 4840 5117 5542 5823 4977 5683 103.1 93.1 069 098 222 
875 Raphia 431 726 5346 5632 571 5495 62.1 118.8 010 145 222 
876 Raphia 2430 2718 4522 4824 2571 4681 72.4 69.0 089 029 223 
877 Raphia 1216 1531 4336 4647 1364 4489 58.6 70.9 030 076 223 
878 Raphia 635 935 3936 4219 782 4079 72.9 94.0 168 169 223 
879 Raphia 0 112 2349 2613 31 2476 26.4 81.2 129 147 224 
880 Raphia 25 320 2137 2434 168 2279 62.0 75.7 070 194 224 
881 Raphia 1446 1713 2135 2414 1584 2277 66.8 74.1 011 241 224 
882 Raphia 1614 1913 1712 2013 1765 1863 77.9 81.7 149 078 225 
883 Raphia 5031 5338 1523 1832 5183 1675 81.0 70.9 031 172 225 
884 Raphia 3654 3934 1340 1623 3791 1471 81.7 75.1 228 218 225 
885 Raphia 2223 2508 1125 1417 2367 1261 66.0 59.9 169 009 226 
886 Raphia 5241 5542 729 1028 5390 874 99.4 63.3 051 103 226 
887 Coco 4900 4960 6347 6359 4940 6355 100.9 89.9 160 208 226 
888 Coco 1510 1671 6184 6345 1584 6278 38.0 110.3 042 046 227 
889 Raphia 811 1103 101 401 965 255 67.3 62.5 012 081 227 
890 Coco 3489 3641 5985 6142 3561 6068 72.4 100.5 239 092 227 
891 Raphia 4044 4332 0 220 4186 86 94.3 51.0 209 127 227 
892 Raphia 2930 3051 0 25 2982 8 80.8 6.1 091 221 227 
893 Coco 1122 1275 4803 4956 1190 4884 41.1 63.7 200 070 228 
894 Coco 1694 1864 4796 4946 1768 4873 57.7 83.3 141 117 228 
895 Coco 5082 5241 3207 3377 5155 3296 97.1 48.3 161 048 229 
896 Coco 2890 3047 2992 3151 2964 3070 69.2 38.9 102 095 229 
897 Coco 3878 4038 1991 2166 3958 2067 86.3 42.7 043 142 229 
898 Coco 4901 5054 1819 1977 4986 1895 90.8 57.5 181 235 229 
899 Coco 5090 5243 1233 1382 5169 1307 103.7 49.6 004 120 230 
900 Coco 1491 1655 820 979 1562 897 64.6 42.1 201 166 230 
901 Coco 3102 3259 803 959 3181 876 71.6 34.1 142 213 230 
902 Coco 3310 3473 227 387 3400 293 72.6 34.6 221 097 231 
903 Raphia 287 323 6346 6359 300 6354 18.7 91.9 132 179 231 
904 Raphia 408 704 5923 6242 570 6087 68.3 69.2 073 226 231 
905 Raphia 4442 4726 5940 6249 4590 6092 80.5 73.9 014 017 232 
906 Raphia 4422 4718 5331 5643 4582 5492 75.2 71.9 152 110 232 
907 Raphia 2637 2928 5132 5438 2783 5288 85.6 70.3 034 204 232 
908 Raphia 2018 2344 4716 5047 2181 4886 75.4 118.5 172 041 233 
909 Raphia 829 1137 4129 4434 973 4282 77.0 97.6 251 181 233 
910 Raphia 1434 1725 3738 4031 1580 3885 77.3 66.6 133 019 234 
911 Raphia 217 523 3114 3434 364 3276 61.3 93.2 074 066 234 
912 Raphia 5437 5755 3122 3421 5598 3273 67.6 65.8 015 113 234 
913 Raphia 3639 3935 2729 3020 3792 2856 86.3 76.9 212 159 234 
914 Raphia 4645 4941 2726 3016 4792 2877 80.3 94.0 153 206 234 
915 Raphia 3824 4128 2327 2633 3981 2484 95.8 72.9 094 253 234 
916 Raphia 3839 4143 2120 2439 3985 2275 68.1 72.4 035 044 235 
917 Raphia 2635 2932 1916 2224 2779 2072 92.9 75.6 232 090 235 
918 Raphia 5642 5759 1123 1356 5721 1261 81.7 72.1 114 184 235 
919 Raphia 204 527 902 1216 337 1065 61.1 78.0 252 021 236 
920 Raphia 5041 5337 922 1216 5186 1070 114.1 59.5 193 068 236 
921 Raphia 5051 5345 521 796 5192 670 81.3 63.5 134 115 236 
922 Raphia 1631 1920 316 618 1799 464 55.8 69.8 075 162 236 
923 Raphia 4440 4752 120 422 4601 265 69.3 62.3 016 209 236 
924 Raphia 4911 5058 0 23 4940 7 93.0 6.4 095 093 237 
925 Coco 0 92 6133 6308 30 6218 21.7 80.9 086 036 238 
926 Coco 514 715 6172 6359 612 6276 52.1 119.5 027 083 238 
927 Coco 4294 4476 5733 5936 4386 5833 75.8 116.1 224 129 238 
928 Coco 5474 5673 2565 2768 5580 2670 82.2 79.6 067 201 239 
929 Coco 520 710 2368 2568 620 2466 50.5 66.6 205 038 240 
930 Coco 1069 1285 2372 2564 1168 2465 47.0 73.5 146 085 240 
931 Coco 317 522 2165 2370 426 2270 43.7 78.8 028 179 240 
932 Coco 515 698 2165 2376 607 2260 47.2 69.8 225 225 240 
933 Coco 4469 4663 2218 2413 4563 2319 75.9 57.0 166 016 241 
934 Coco 879 1077 1188 1370 969 1277 56.8 43.0 245 156 241 
935 Coco 3877 4054 986 1172 3966 1079 89.7 48.3 186 203 241 
936 Raphia 3681 3872 6185 6359 3778 6274 82.6 37.7 038 076 242 
937 Raphia 91 288 5973 6171 189 6077 41.1 40.7 235 122 242 
938 Coco 311 521 205 401 420 309 49.2 43.4 206 134 242 
939 Raphia 2085 2280 5968 6176 2181 6073 66.9 89.1 176 169 242 
940 Coco 1862 2073 178 369 1966 268 60.4 44.1 147 181 242 
941 Raphia 2690 2874 5976 6160 2779 6065 46.5 83.9 117 216 242 
942 Coco 879 1072 15 219 977 109 46.0 40.2 088 228 242 
943 Coco 3699 3890 0 188 3795 82 53.8 40.8 029 019 243 
944 Raphia 2077 2275 5565 5773 2175 5669 65.8 92.5 137 147 243 
945 Raphia 679 892 5172 5384 787 5277 54.3 93.9 078 194 243 
946 Raphia 1886 2079 5174 5366 1981 5270 57.1 90.0 019 241 243 
947 Raphia 483 684 4779 4978 585 4880 48.8 57.8 216 031 244 
948 Raphia 904 1082 4780 4965 995 4868 43.6 82.5 157 078 244 
949 Raphia 3677 3875 4774 4974 3777 4873 62.8 63.4 098 125 244 
950 Raphia 4870 5071 3979 4167 4970 4081 103.3 71.9 177 009 245 
951 Raphia 3680 3877 3580 3774 3779 3675 91.3 56.8 059 103 245 
952 Raphia 4670 4875 1187 1380 4771 1283 82.8 46.0 217 127 246 
953 Coco 2261 2511 5579 5822 2389 5704 63.5 61.2 248 188 248 
954 Coco 3422 3667 5542 5769 3558 5642 54.9 117.5 189 235 248 
955 Coco 846 1093 5119 5366 966 5232 66.5 104.5 130 026 249 
956 Coco 5244 5476 5172 5414 5357 5298 93.8 88.2 071 073 249 
957 Coco 3627 3859 4335 4561 3747 4444 57.1 79.7 091 004 250 
958 Coco 3631 3856 3740 3973 3751 3847 68.0 98.7 032 051 250 
959 Coco 3277 3513 3583 3819 3402 3696 76.4 62.4 229 097 250 
960 Coco 4267 4499 3324 3569 4389 3445 52.0 85.5 170 144 250 
961 Coco 0 88 3167 3389 27 3278 18.7 57.9 111 191 250 
962 Coco 3240 3484 3193 3429 3362 3311 81.1 74.5 052 238 250 
963 Coco 4021 4265 3135 3377 4144 3252 78.7 75.6 249 028 251 
964 Coco 2696 2920 2582 2815 2788 2719 48.1 80.4 190 075 251 
965 Coco 3842 4079 2542 2763 3956 2656 56.9 79.9 131 122 251 
966 Raphia 3948 4002 6023 6085 3972 6047 62.6 49.5 101 157 251 
967 Coco 5666 5759 2592 2816 5723 2706 74.9 81.5 072 169 251 
968 Raphia 3348 3411 5824 5877 3379 5853 78.5 46.0 042 204 251 
969 Raphia 5324 5382 5820 5878 5353 5846 101.3 65.4 239 250 251 
970 Coco 96 355 1355 1604 235 1483 57.4 69.8 092 100 252 
971 Coco 5207 5444 1382 1625 5331 1508 58.5 71.9 033 147 252 
972 Raphia 5720 5759 4248 4301 5744 4272 50.6 21.9 003 182 252 
973 Coco 1451 1694 998 1248 1568 1120 59.6 67.3 230 193 252 
974 Coco 3069 3307 413 636 3197 517 69.9 53.2 171 240 252 
975 Coco 4621 4854 388 614 4733 490 79.2 49.6 112 031 253 
976 Raphia 2372 2416 4040 4102 2388 4068 63.7 31.2 082 066 253 
977 Raphia 3541 3605 4035 4103 3568 4069 57.8 43.1 023 113 253 
978 Coco 35 283 140 402 161 267 54.7 56.0 250 124 253 
979 Raphia 2155 2218 3459 3509 2189 3479 63.5 81.7 220 159 253 
980 Coco 5040 5244 0 56 5160 9 83.6 10.6 191 171 253 
981 Raphia 4728 4788 3044 3106 4760 3075 80.3 51.4 102 253 253 
982 Raphia 3149 3191 2852 2917 3173 2886 62.9 20.8 122 184 254 
983 Raphia 3347 3406 2649 2710 3375 2677 77.7 69.3 201 068 255 
984 Raphia 3543 3588 2453 2518 3570 2488 33.5 60.7 083 162 255 
985 Raphia 1959 2017 2268 2321 1986 2292 52.9 44.6 024 209 255 
