No -class -x_min -x_max -y_min -y_max -x_moy -y_moy -x_ecart -y_ecart -red -blue -green
1866 Coco 11681 11724 10628 10679 11703 10650 99.3 135.6 009 167 126 
1867 Coco 494 709 11535 11745 604 11632 57.3 123.1 236 178 126 
1868 Raphia 5499 5732 7348 7568 5614 7459 103.0 82.8 235 201 126 
1869 Coco 6189 6237 10393 10440 6214 10416 90.1 35.7 206 213 126 
1870 Coco 5833 6032 11143 11343 5937 11241 51.7 108.4 177 225 126 
1871 Raphia 13448 13720 7327 7569 13589 7448 71.0 59.5 176 248 126 
1872 Coco 13092 13134 10394 10437 13112 10415 134.2 47.6 147 004 127 
1873 Coco 4088 4270 10851 11047 4181 10948 74.7 139.2 118 016 127 
1874 Raphia 13709 13962 7340 7572 13839 7456 161.6 118.1 117 039 127 
1875 Coco 5725 5899 10829 11016 5812 10920 114.5 148.0 059 063 127 
1876 Raphia 8184 8441 6327 6581 8311 6452 118.1 118.1 058 086 127 
1877 Coco 14309 14361 10144 10187 14333 10167 136.7 15.2 029 098 127 
1878 Coco 8449 8636 10824 11028 8537 10923 112.7 122.3 000 110 127 
1879 Raphia 14187 14399 6340 6586 14304 6456 72.1 105.4 255 132 127 
1880 Coco 11181 11370 10837 11023 11268 10931 145.2 124.1 197 156 127 
1881 Raphia 13834 14103 6085 6335 13968 6211 147.0 62.0 196 179 127 
1882 Coco 3854 3906 9887 9928 3882 9908 34.6 94.6 167 191 127 
1883 Coco 4398 4587 10288 10466 4494 10371 94.2 143.9 138 203 127 
1884 Raphia 10640 10888 5339 5594 10767 5464 92.7 60.9 137 226 127 
1885 Coco 11719 11767 9905 9949 11741 9926 129.0 120.0 108 238 127 
1886 Coco 258 486 10077 10263 375 10162 52.0 84.6 079 250 127 
1887 Coco 6265 6308 9653 9701 6283 9679 83.7 127.2 049 029 128 
1888 Coco 54 270 9379 9568 161 9469 47.8 111.4 020 041 128 
1889 Raphia 646 884 4331 4566 766 4451 61.4 101.5 019 064 128 
1890 Coco 4187 4229 9404 9448 4210 9423 21.9 104.5 246 075 128 
1891 Coco 13536 13733 9402 9572 13627 9483 134.8 82.2 217 087 128 
1892 Raphia 5885 6117 4337 4583 6000 4458 93.6 72.9 216 110 128 
1893 Coco 5931 5973 9425 9466 5951 9443 29.6 44.3 187 122 128 
1894 Coco 493 696 9140 9328 594 9230 48.6 139.4 158 134 128 
1895 Raphia 6325 6557 4095 4341 6443 4212 80.4 81.9 157 157 128 
1896 Coco 2542 2744 9042 9229 2650 9134 81.7 106.7 099 181 128 
1897 Raphia 7830 8044 4113 4326 7936 4217 107.5 98.7 098 204 128 
1898 Coco 5056 5107 8901 8946 5083 8924 47.3 52.2 069 216 128 
1899 Coco 3825 4027 9046 9246 3924 9148 93.2 75.8 040 228 128 
1900 Raphia 9064 9296 4107 4343 9178 4224 138.1 68.9 039 251 128 
1901 Coco 13605 13653 8651 8699 13631 8675 110.5 81.7 010 007 129 
1902 Coco 6711 6897 9102 9284 6804 9197 78.9 101.0 237 018 129 
1903 Raphia 13017 13272 4096 4330 13149 4213 122.5 98.7 236 041 129 
1904 Coco 3917 3964 8402 8446 3939 8425 68.8 38.3 207 053 129 
1905 Coco 4501 4672 8888 9071 4583 8979 70.0 99.7 178 065 129 
1906 Raphia 6487 6745 3832 4087 6616 3956 95.7 58.8 177 088 129 
1907 Coco 13796 13844 8408 8447 13823 8429 109.2 107.9 148 100 129 
1908 Coco 3182 3387 8108 8298 3288 8209 90.4 86.0 119 112 129 
1909 Raphia 12624 12879 3605 3851 12752 3726 142.9 65.4 118 135 129 
1910 Coco 3109 3153 8194 8233 3129 8211 73.1 93.7 089 147 129 
1911 Coco 1114 1332 7867 8062 1224 7964 46.3 119.6 060 159 129 
1912 Raphia 7280 7516 3098 3353 7397 3222 69.9 89.1 059 182 129 
1913 Coco 2531 2580 7945 7987 2554 7963 21.0 109.0 030 194 129 
1914 Coco 11760 11947 7645 7830 11856 7737 53.7 67.0 001 206 129 
1915 Raphia 1815 2071 2328 2590 1940 2454 53.4 67.0 000 229 129 
1916 Coco 7236 7282 7940 7990 7258 7965 81.0 30.9 227 240 129 
1917 Coco 230 439 7063 7249 338 7156 45.0 51.8 198 252 129 
1918 Raphia 3559 3813 2313 2578 3684 2444 93.1 83.4 197 019 130 
1919 Coco 9713 9755 7925 7970 9732 7948 70.9 122.1 168 031 130 
1920 Coco 8466 8651 7060 7246 8562 7155 128.3 115.4 139 043 130 
1921 Raphia 6063 6306 2337 2604 6184 2466 78.0 79.7 138 066 130 
1922 Coco 9191 9391 7055 7248 9284 7151 139.1 61.4 080 090 130 
1923 Raphia 6321 6539 2355 2574 6431 2463 101.4 82.6 079 113 130 
1924 Coco 3057 3111 7204 7249 3081 7223 75.1 107.4 050 125 130 
1925 Coco 13632 13829 7158 7334 13726 7245 142.7 91.9 021 137 130 
1926 Raphia 252 505 2090 2326 368 2208 54.5 71.8 020 160 130 
1927 Coco 10585 10635 6687 6731 10609 6708 128.2 109.8 247 171 130 
1928 Coco 1967 2169 6312 6505 2070 6411 73.5 83.0 218 183 130 
1929 Raphia 0 166 1830 2088 62 1963 38.7 79.2 217 206 130 
1930 Coco 9030 9072 6466 6507 9050 6485 118.8 96.7 188 218 130 
1931 Coco 7708 7899 6406 6588 7804 6500 104.3 105.6 159 230 130 
1932 Raphia 2855 3101 1593 1833 2982 1712 60.2 59.2 158 253 130 
1933 Raphia 8856 9084 1598 1847 8971 1715 109.1 75.3 099 044 131 
1934 Coco 8674 8720 5198 5240 8698 5219 103.4 97.3 070 056 131 
1935 Coco 4637 4826 6066 6255 4733 6163 102.6 86.4 041 068 131 
1936 Coco 3164 3212 4941 4988 3186 4966 47.0 84.3 011 103 131 
1937 Coco 5112 5291 5816 5985 5203 5904 43.6 105.4 238 114 131 
1938 Raphia 4512 4771 1335 1595 4641 1460 92.9 60.8 237 137 131 
1939 Coco 11824 11868 4970 5017 11844 4994 137.9 40.4 208 149 131 
1940 Coco 3247 3432 5594 5770 3343 5678 83.9 44.6 179 161 131 
1941 Raphia 10761 11011 1351 1601 10889 1470 50.1 54.3 178 184 131 
1942 Coco 4729 4933 5665 5858 4827 5756 99.9 93.2 120 208 131 
1943 Raphia 6959 7201 1074 1328 7082 1199 115.5 59.6 119 231 131 
1944 Coco 4587 4642 4699 4747 4616 4723 47.9 33.4 090 243 131 
1945 Coco 7056 7266 5593 5803 7161 5695 53.5 110.9 061 255 131 
1946 Raphia 8204 8441 1075 1322 8322 1198 107.9 49.9 060 022 132 
1947 Coco 8033 8074 4705 4753 8054 4728 89.6 80.3 031 034 132 
1948 Coco 4959 5145 5312 5508 5045 5411 83.2 68.6 002 046 132 
1949 Raphia 6565 6800 591 830 6682 704 92.6 50.1 001 069 132 
1950 Coco 5935 6125 5132 5328 6027 5236 72.3 102.3 199 092 132 
1951 Raphia 2923 3155 83 336 3038 210 87.6 48.9 198 115 132 
1952 Coco 2692 2738 4206 4257 2716 4231 69.2 32.1 169 127 132 
1953 Coco 6766 6934 4850 5035 6852 4941 59.3 105.7 140 139 132 
1954 Raphia 5922 6149 80 326 6038 195 93.3 51.9 139 162 132 
1955 Coco 660 711 3981 4030 683 4006 26.5 67.6 110 174 132 
1956 Coco 182 405 4575 4767 297 4672 52.9 79.3 081 186 132 
1957 Raphia 9923 10148 80 340 10030 206 65.2 52.5 080 209 132 
1958 Coco 10312 10353 3985 4035 10330 4012 109.4 38.1 051 221 132 
1959 Coco 500 689 4568 4741 603 4659 52.9 45.6 022 233 132 
1960 Raphia 10674 10902 95 335 10792 209 140.8 52.3 021 000 133 
1961 Coco 6944 6986 3461 3506 6964 3485 103.2 77.6 248 011 133 
1962 Coco 1949 2133 4322 4506 2046 4418 74.5 58.7 219 023 133 
1963 Raphia 9870 10070 0 88 9967 24 105.3 19.2 218 046 133 
1964 Coco 13346 13398 3500 3545 13369 3521 118.4 64.4 189 058 133 
1965 Raphia 5447 5618 15840 15899 5544 15881 98.6 80.9 159 093 133 
1966 Coco 11321 11365 3255 3304 11344 3281 85.7 17.9 130 105 133 
1967 Coco 10551 10753 4162 4366 10653 4269 119.3 98.4 101 117 133 
1968 Raphia 10104 10361 15600 15869 10239 15736 148.6 148.3 100 140 133 
1969 Coco 13031 13082 3222 3272 13058 3249 92.2 31.6 071 152 133 
1970 Coco 11204 11381 3846 4043 11298 3939 150.6 48.8 042 164 133 
1971 Raphia 6132 6380 14809 15085 6256 14950 89.7 164.3 041 187 133 
1972 Coco 324 368 2729 2780 344 2755 25.6 23.9 012 199 133 
1973 Raphia 1806 2084 14552 14823 1944 14693 64.4 112.7 238 233 133 
1974 Coco 2540 2586 2743 2794 2562 2770 51.0 28.7 209 245 133 
1975 Coco 3409 3604 3583 3778 3510 3678 92.9 94.5 180 001 134 
1976 Raphia 3305 3582 14551 14821 3442 14689 97.1 147.2 179 024 134 
1977 Coco 11905 11954 2733 2779 11930 2758 131.5 67.4 150 036 134 
1978 Coco 6490 6686 3613 3807 6589 3708 99.4 43.1 121 048 134 
1979 Raphia 7658 7917 14045 14320 7793 14185 133.6 127.0 120 071 134 
1980 Coco 1220 1270 2467 2514 1242 2491 38.8 55.9 091 083 134 
1981 Coco 342 560 3115 3315 457 3215 48.7 85.5 062 095 134 
1982 Raphia 8514 8759 13563 13827 8643 13688 98.0 147.6 061 118 134 
1983 Coco 7424 7468 1732 1784 7448 1755 83.3 48.3 032 130 134 
1984 Coco 11038 11253 2087 2307 11139 2200 69.9 74.5 003 142 134 
1985 Raphia 13279 13561 13580 13861 13432 13722 167.5 172.2 002 165 134 
1986 Coco 1675 1721 1482 1531 1696 1507 58.8 53.6 229 176 134 
1987 Coco 14198 14399 1863 2069 14311 1969 157.9 52.6 200 188 134 
1988 Raphia 14237 14399 13362 13612 14346 13485 132.0 58.2 199 211 134 
1989 Coco 11822 12023 1674 1876 11917 1778 153.3 64.9 141 235 134 
1990 Raphia 8544 8812 12813 13068 8677 12936 79.8 144.2 140 002 135 
1991 Coco 12423 12469 1022 1074 12447 1048 139.0 35.1 111 014 135 
1992 Coco 12793 13004 1633 1838 12900 1740 156.3 64.9 082 026 135 
1993 Raphia 1249 1510 12546 12812 1374 12685 68.6 72.4 022 096 135 
1994 Coco 12356 12408 747 797 12381 772 92.5 31.1 249 107 135 
1995 Coco 3005 3218 1314 1530 3116 1426 67.4 55.6 220 119 135 
1996 Raphia 2439 2692 12307 12569 2565 12438 55.4 98.3 219 142 135 
1997 Coco 8443 8629 1168 1352 8533 1260 123.7 56.4 161 166 135 
1998 Raphia 4434 4663 12291 12543 4547 12418 103.4 160.6 160 189 135 
1999 Coco 9484 9526 234 288 9505 261 104.4 14.4 131 201 135 
2000 Coco 8175 8367 902 1110 8272 1007 76.0 47.4 102 213 135 
2001 Raphia 11140 11391 12280 12547 11266 12414 134.4 131.9 101 236 135 
2002 Coco 1526 1633 15814 15899 1574 15860 48.5 100.3 072 248 135 
2003 Coco 8709 8906 863 1088 8804 982 135.2 53.1 043 004 136 
2004 Raphia 9576 9814 12042 12289 9694 12168 81.9 153.0 042 027 136 
2005 Coco 5733 5917 314 527 5828 418 92.8 52.5 240 050 136 
2006 Raphia 300 555 11801 12057 419 11930 54.5 55.5 239 073 136 
2007 Coco 5445 5535 15567 15666 5496 15615 92.4 87.1 210 085 136 
2008 Coco 8527 8713 405 615 8624 515 52.3 45.1 181 097 136 
2009 Raphia 6446 6692 11547 11800 6570 11677 81.1 128.1 180 120 136 
2010 Coco 2 213 124 329 113 236 43.9 48.0 122 144 136 
2011 Raphia 7570 7806 11058 11303 7683 11178 122.4 139.5 121 167 136 
2012 Coco 2397 2585 0 119 2499 42 76.1 30.4 063 191 136 
2013 Coco 2336 2424 15068 15163 2387 15112 39.1 87.7 033 226 136 
2014 Raphia 18 253 10819 11071 134 10947 49.9 150.6 003 005 137 
2015 Coco 7503 7597 15090 15196 7547 15142 113.7 60.9 230 016 137 
2016 Coco 11314 11506 15339 15527 11412 15436 124.1 69.2 201 028 137 
2017 Raphia 1011 1251 10822 11059 1129 10940 65.1 151.6 200 051 137 
2018 Coco 2238 2344 14819 14918 2285 14862 57.5 95.4 171 063 137 
2019 Coco 764 975 15110 15327 871 15222 54.0 176.4 142 075 137 
2020 Raphia 9011 9254 10060 10316 9135 10188 106.1 59.6 141 098 137 
2021 Coco 7616 7716 14577 14678 7661 14620 123.9 111.1 112 110 137 
2022 Coco 11508 11720 15160 15420 11611 15293 156.2 152.6 083 122 137 
2023 Raphia 2218 2458 9838 10063 2342 9943 48.3 113.4 082 145 137 
2024 Coco 5072 5176 14326 14436 5115 14387 87.2 83.2 053 157 137 
2025 Coco 3230 3420 14347 14552 3329 14447 78.3 170.5 024 169 137 
2026 Raphia 5144 5389 9560 9818 5264 9689 91.1 147.8 023 192 137 
2027 Coco 10531 10628 14362 14457 10578 14412 105.8 108.1 250 203 137 
2028 Coco 13345 13575 14402 14615 13463 14503 119.4 62.9 221 215 137 
2029 Raphia 12773 13016 9334 9572 12905 9451 127.1 68.7 220 238 137 
2030 Coco 11780 11880 14331 14436 11836 14381 134.2 46.4 191 250 137 
2031 Coco 2193 2392 13811 14029 2294 13920 71.2 113.9 162 006 138 
2032 Raphia 8434 8650 8841 9066 8531 8952 94.6 71.6 161 029 138 
2033 Coco 2995 3080 13829 13917 3040 13874 76.4 152.5 132 041 138 
2034 Coco 10873 11079 13861 14090 10978 13979 65.7 85.0 103 053 138 
2035 Raphia 11397 11627 8823 9065 11513 8942 127.6 126.5 102 076 138 
2036 Coco 8496 8595 13341 13444 8538 13397 59.4 88.9 073 088 138 
2037 Coco 5085 5181 12599 12703 5126 12654 74.1 135.1 014 135 138 
2038 Coco 8000 8187 13372 13579 8095 13479 125.7 162.7 241 146 138 
2039 Raphia 5592 5850 8569 8816 5722 8695 116.8 127.0 240 169 138 
2040 Coco 893 990 10851 10941 942 10892 41.1 124.9 211 181 138 
2041 Coco 2705 2906 13047 13248 2805 13148 74.2 114.1 182 193 138 
2042 Raphia 12306 12566 8578 8813 12439 8697 63.5 63.4 181 216 138 
2043 Coco 1807 1908 10599 10689 1858 10641 36.5 126.8 152 228 138 
2044 Coco 3350 3565 13079 13287 3465 13180 57.2 63.4 123 240 138 
2045 Raphia 11358 11613 7831 8071 11484 7948 118.6 87.4 122 007 139 
2046 Coco 4237 4317 10372 10456 4279 10418 22.1 111.8 093 019 139 
2047 Coco 7868 8069 13123 13338 7973 13229 131.0 111.0 064 031 139 
2048 Raphia 3549 3809 7571 7829 3682 7697 95.9 89.1 063 054 139 
2049 Coco 6848 6938 10109 10200 6892 10147 103.6 129.6 034 066 139 
2050 Coco 9188 9382 13030 13249 9281 13138 98.7 158.3 005 078 139 
2051 Raphia 8073 8296 7579 7810 8182 7694 93.3 104.1 004 101 139 
2052 Coco 8832 8933 10109 10205 8890 10153 65.7 106.4 231 112 139 
2053 Coco 12884 13067 13062 13246 12978 13151 158.0 83.9 202 124 139 
2054 Raphia 8560 8798 7580 7813 8678 7700 115.3 128.8 201 147 139 
2055 Coco 782 875 9656 9743 824 9702 42.6 76.5 172 159 139 
2056 Coco 13809 14009 12823 13023 13908 12922 101.3 82.1 143 171 139 
2057 Raphia 3937 4171 7094 7333 4053 7211 86.4 101.6 142 194 139 
2058 Coco 7938 8030 9611 9708 7984 9653 81.4 103.8 113 206 139 
2059 Coco 4780 4982 12621 12840 4879 12727 39.8 153.4 084 218 139 
2060 Raphia 8166 8425 7079 7330 8293 7201 85.8 75.5 083 241 139 
2061 Coco 2679 2759 9387 9472 2718 9427 23.0 131.7 054 253 139 
2062 Coco 9552 9741 12552 12740 9647 12642 129.4 156.6 025 009 140 
2063 Raphia 8656 8897 7076 7306 8776 7199 124.3 103.2 024 032 140 
2064 Coco 6884 6973 9367 9458 6929 9407 112.3 88.8 251 043 140 
2065 Coco 5696 5874 12273 12451 5792 12364 67.3 150.6 222 055 140 
2066 Raphia 11574 11804 6836 7077 11692 6955 82.7 126.6 221 078 140 
2067 Coco 13861 14057 12151 12361 13958 12252 129.0 87.5 163 102 140 
2068 Raphia 6451 6698 6325 6577 6574 6453 72.0 88.1 162 125 140 
2069 Coco 11623 11721 8650 8743 11675 8702 92.0 105.9 133 137 140 
2070 Coco 4257 4455 11629 11842 4352 11733 93.7 64.3 104 149 140 
2071 Raphia 9684 9922 6340 6570 9809 6455 69.8 53.5 103 172 140 
2072 Coco 7335 7429 8407 8497 7374 8453 102.9 123.7 074 184 140 
2073 Coco 7670 7867 11592 11799 7769 11693 72.4 99.7 045 196 140 
2074 Raphia 13410 13660 6339 6569 13546 6456 135.4 113.0 044 219 140 
2075 Coco 8092 8178 8385 8466 8140 8422 51.5 70.0 015 231 140 
2076 Raphia 7872 8131 6092 6347 8003 6207 133.3 110.7 241 009 141 
2077 Coco 13265 13360 8416 8507 13310 8463 92.0 90.7 212 021 141 
2078 Coco 3160 3372 11387 11601 3268 11488 45.6 143.5 183 033 141 
2079 Raphia 0 55 5848 6001 10 5931 10.5 118.9 182 056 141 
2080 Coco 9170 9263 7888 7986 9213 7929 38.6 127.3 153 068 141 
2081 Coco 6422 6601 11278 11462 6514 11371 115.2 72.8 124 080 141 
2082 Raphia 4319 4554 5838 6066 4440 5954 69.6 85.2 123 103 141 
2083 Coco 13385 13478 7923 8011 13431 7970 104.7 101.7 094 115 141 
2084 Coco 5040 5242 11103 11307 5143 11206 49.5 114.6 065 127 141 
2085 Raphia 4485 4737 5574 5838 4612 5706 73.7 69.2 064 150 141 
2086 Coco 9864 10063 11133 11328 9965 11223 123.9 154.6 006 174 141 
2087 Raphia 5232 5495 5586 5847 5359 5715 81.6 78.7 005 197 141 
2088 Coco 0 41 7662 7750 9 7708 8.1 68.9 232 208 141 
2089 Coco 5231 5429 10633 10831 5332 10728 70.8 142.5 203 220 141 
2090 Raphia 2369 2592 5086 5321 2476 5204 83.5 96.6 202 243 141 
2091 Coco 11751 11840 7433 7517 11794 7477 153.3 114.4 173 255 141 
2092 Coco 10681 10880 9906 10096 10783 9992 98.2 144.6 144 011 142 
2093 Raphia 10329 10585 5073 5337 10455 5210 113.0 70.9 143 034 142 
2094 Coco 1237 1333 6893 6988 1285 6938 53.9 36.7 114 046 142 
2095 Coco 1137 1337 9634 9817 1240 9726 60.8 135.4 085 058 142 
2096 Coco 13825 13920 6910 6996 13871 6948 150.5 52.5 055 093 142 
2097 Coco 2402 2611 9548 9742 2506 9644 71.8 122.7 026 105 142 
2098 Raphia 1782 2034 4819 5066 1904 4945 57.7 70.0 025 128 142 
2099 Coco 2818 2914 6407 6501 2861 6447 56.6 77.1 252 139 142 
2100 Coco 5518 5708 9034 9228 5620 9134 94.9 94.0 223 151 142 
2101 Raphia 4709 4941 4579 4824 4825 4701 53.4 67.7 222 174 142 
2102 Coco 7284 7380 6430 6530 7334 6487 116.1 110.4 193 186 142 
2103 Coco 1976 2194 8888 9091 2086 8987 64.2 95.4 164 198 142 
2104 Raphia 3878 4128 4332 4570 4008 4452 88.0 65.9 163 221 142 
2105 Coco 8186 8280 6154 6254 8234 6198 21.5 99.0 134 233 142 
2106 Raphia 8545 8796 4090 4350 8669 4220 90.6 62.0 104 012 143 
2107 Coco 11150 11249 6158 6250 11204 6201 130.7 24.0 075 024 143 
2108 Coco 2673 2881 8617 8810 2774 8716 75.4 135.1 046 036 143 
2109 Raphia 7251 7484 3852 4098 7356 3973 101.4 67.8 045 059 143 
2110 Coco 13367 13465 6199 6285 13415 6244 74.5 64.4 016 071 143 
2111 Coco 10082 10267 8564 8749 10173 8658 117.4 64.9 243 082 143 
2112 Raphia 5675 5896 3604 3835 5785 3709 104.3 93.2 242 105 143 
2113 Coco 8103 8194 5932 6025 8145 5975 99.9 71.5 213 117 143 
2114 Coco 2785 2997 8411 8612 2894 8507 79.1 78.6 184 129 143 
2115 Coco 1047 1139 5443 5530 1086 5490 31.3 82.2 154 164 143 
2116 Coco 14030 14246 8400 8604 14135 8497 167.4 127.4 125 176 143 
2117 Raphia 7035 7277 3092 3342 7155 3213 67.7 74.3 124 199 143 
2118 Coco 2274 2381 5414 5517 2322 5458 50.6 61.4 095 211 143 
2119 Coco 1205 1403 8073 8256 1304 8170 52.7 71.6 066 223 143 
2120 Raphia 3067 3289 2331 2573 3184 2457 86.0 59.0 065 246 143 
2121 Coco 4724 4902 8062 8256 4809 8161 76.5 96.6 007 014 144 
2122 Raphia 14291 14399 2368 2592 14364 2471 66.4 68.0 006 037 144 
2123 Coco 821 915 4685 4774 865 4723 34.3 73.0 233 048 144 
2124 Coco 5033 5222 8121 8302 5126 8215 82.7 125.2 204 060 144 
2125 Raphia 1483 1733 2090 2328 1614 2208 52.8 77.6 203 083 144 
2126 Coco 3822 3911 4702 4792 3866 4753 84.9 82.2 174 095 144 
2127 Coco 7017 7209 8072 8255 7110 8162 54.7 63.1 145 107 144 
2128 Raphia 7923 8160 1837 2093 8042 1960 133.2 60.6 144 130 144 
2129 Coco 4052 4145 4672 4768 4094 4713 80.9 88.2 115 142 144 
2130 Coco 7544 7632 4700 4789 7590 4745 77.3 95.3 056 189 144 
2131 Coco 4237 4420 7846 8025 4327 7943 52.6 81.0 027 201 144 
2132 Raphia 1277 1530 1306 1586 1399 1449 69.2 62.8 026 224 144 
2133 Coco 12454 12557 4679 4773 12511 4721 105.1 81.3 253 235 144 
2134 Coco 8382 8560 7811 7992 8475 7900 104.8 76.4 224 247 144 
2135 Raphia 13170 13442 1071 1319 13311 1202 163.7 66.7 223 014 145 
2136 Coco 268 361 4421 4516 311 4462 26.7 32.1 194 026 145 
2137 Coco 4052 4250 7643 7842 4156 7743 56.7 127.7 165 038 145 
2138 Raphia 14181 14399 1086 1342 14303 1205 84.6 55.2 164 061 145 
2139 Coco 467 558 4185 4276 516 4227 35.5 81.0 135 073 145 
2140 Coco 7442 7648 7375 7578 7546 7470 62.7 108.1 106 085 145 
2141 Raphia 3382 3642 824 1081 3515 949 86.2 63.6 105 108 145 
2142 Coco 6866 6961 4194 4290 6910 4239 62.8 61.4 076 120 145 
2143 Coco 2487 2708 7070 7268 2598 7169 56.4 70.4 047 132 145 
2144 Raphia 7131 7374 807 1055 7254 938 84.0 59.0 046 155 145 
2145 Coco 12310 12411 4185 4277 12365 4227 150.0 93.7 017 167 145 
2146 Coco 9623 9816 6921 7113 9715 7013 77.9 104.1 244 178 145 
2147 Raphia 560 839 574 841 693 702 58.2 55.9 243 201 145 
2148 Coco 6840 6930 3947 4047 6887 3998 66.8 71.0 214 213 145 
2149 Coco 10787 10974 6665 6842 10875 6752 139.7 59.9 185 225 145 
2150 Raphia 12794 13039 572 841 12918 702 124.6 63.2 184 248 145 
2151 Coco 12226 12311 3962 4052 12267 4002 103.2 46.9 155 004 146 
2152 Coco 7433 7611 6330 6514 7520 6426 80.6 105.0 126 016 146 
2153 Raphia 7997 8249 315 602 8108 455 77.6 63.0 125 039 146 
2154 Coco 4000 4086 2691 2781 4046 2734 90.9 45.0 096 051 146 
2155 Coco 14011 14248 5905 6118 14128 6010 89.2 111.2 067 063 146 
2156 Raphia 14155 14399 68 306 14289 193 119.6 51.5 066 086 146 
2157 Coco 7226 7313 2707 2797 7274 2753 74.7 46.5 037 098 146 
2158 Coco 552 761 5648 5854 657 5751 43.6 62.1 008 110 146 
2159 Raphia 9138 9316 0 49 9208 15 133.2 12.6 007 133 146 
2160 Coco 7683 7777 2718 2808 7725 2760 57.5 67.2 234 144 146 
2161 Coco 11492 11681 5670 5844 11582 5755 88.7 69.9 205 156 146 
2162 Raphia 6149 6298 15592 15746 6223 15669 73.5 109.5 204 179 146 
2163 Coco 11592 11682 2487 2575 11640 2532 112.7 51.6 175 191 146 
2164 Coco 11710 11908 5563 5760 11806 5662 158.7 44.6 146 203 146 
2165 Coco 11457 11550 1978 2078 11505 2029 133.2 42.6 116 238 146 
2166 Raphia 100 272 15330 15490 182 15409 37.1 132.6 086 017 147 
2167 Coco 4869 4956 1481 1573 4906 1529 57.6 58.2 057 029 147 
2168 Coco 7762 7959 4576 4764 7854 4670 93.1 88.1 028 041 147 
2169 Raphia 9670 9826 14853 15013 9746 14931 115.0 170.1 027 064 147 
2170 Coco 5612 5708 1440 1534 5661 1485 74.7 39.4 254 075 147 
2171 Coco 36 265 4131 4349 151 4242 51.7 73.8 225 087 147 
2172 Raphia 13477 13646 14929 15098 13561 15010 156.0 119.8 224 110 147 
2173 Coco 10510 10604 1229 1332 10560 1280 79.4 46.9 195 122 147 
2174 Coco 8364 8563 4057 4257 8455 4162 125.1 100.3 166 134 147 
2175 Raphia 13735 13904 14937 15106 13820 15017 118.3 150.9 165 157 147 
2176 Coco 436 533 734 828 479 778 30.5 33.6 136 169 147 
2177 Raphia 7455 7612 14086 14252 7533 14164 93.5 109.0 106 204 147 
2178 Coco 3182 3278 701 806 3234 750 78.7 40.1 077 216 147 
2179 Coco 4470 4670 3639 3862 4567 3753 43.8 57.8 048 228 147 
2180 Raphia 8452 8613 14084 14250 8534 14171 50.0 117.0 047 251 147 
2181 Coco 131 234 503 597 178 548 25.1 33.3 018 007 148 
2182 Coco 4570 4768 3388 3581 4669 3483 80.2 79.4 245 018 148 
2183 Coco 7795 7895 444 553 7841 490 107.9 32.1 215 053 148 
2184 Coco 10314 10524 3332 3529 10417 3433 127.9 88.3 186 065 148 
2185 Raphia 621 774 13573 13730 698 13652 43.9 166.7 185 088 148 
2186 Coco 1556 1653 206 318 1608 257 48.3 22.3 156 100 148 
2187 Coco 2480 2705 3078 3286 2590 3185 63.6 79.1 127 112 148 
2188 Raphia 2529 2698 13324 13494 2613 13413 64.8 78.4 126 135 148 
2189 Coco 772 972 2900 3106 873 3004 48.1 79.1 068 159 148 
2190 Raphia 10464 10636 13322 13491 10548 13409 91.3 116.0 067 182 148 
2191 Coco 6412 6512 0 79 6455 30 109.1 17.8 038 194 148 
2192 Coco 4460 4663 2786 3013 4563 2900 101.2 85.0 009 206 148 
2193 Coco 10157 10249 0 61 10209 19 39.5 13.7 235 240 148 
2194 Coco 13826 14040 2592 2797 13932 2693 135.6 83.9 206 252 148 
2195 Raphia 3704 3867 13066 13232 3785 13151 53.0 77.6 205 019 149 
2196 Coco 14113 14199 0 38 14161 12 119.3 9.6 176 031 149 
2197 Raphia 6860 7007 12826 12979 6933 12902 93.9 50.4 146 066 149 
2198 Raphia 3934 4125 15827 15899 4046 15874 86.7 142.2 117 078 149 
2199 Coco 792 1009 2387 2572 895 2480 55.5 79.2 088 090 149 
2200 Raphia 7606 7829 15582 15829 7715 15707 92.7 106.9 058 125 149 
2201 Coco 9997 10191 1878 2069 10085 1974 132.3 70.4 029 137 149 
2202 Raphia 3563 3727 12576 12737 3644 12657 62.2 154.7 028 160 149 
2203 Raphia 12926 13169 15671 15899 13049 15798 151.2 106.5 255 171 149 
2204 Coco 12599 12812 1545 1792 12700 1661 108.1 62.9 226 183 149 
2205 Raphia 4060 4209 12577 12739 4133 12654 68.2 121.6 225 206 149 
2206 Raphia 8754 9012 15343 15600 8889 15468 73.8 81.6 196 218 149 
2207 Coco 4200 4403 1032 1280 4301 1148 70.4 68.9 167 230 149 
2208 Raphia 5790 5945 12578 12736 5867 12657 57.2 129.6 166 253 149 
2209 Raphia 6451 6699 15078 15345 6570 15206 124.9 55.7 137 009 150 
2210 Coco 10949 11145 857 1058 11040 959 127.9 44.5 108 021 150 
2211 Raphia 2751 2904 12334 12486 2826 12409 77.3 135.7 107 044 150 
2212 Raphia 8459 8715 15084 15364 8584 15225 94.0 167.2 078 056 150 
2213 Coco 241 448 329 545 343 435 45.6 48.3 049 068 150 
2214 Raphia 0 112 12090 12241 38 12166 26.1 45.4 048 091 150 
2215 Raphia 2769 2996 14314 14556 2877 14429 69.8 128.3 019 103 150 
